,OTU_ID,sample,Sample_Depth,plant_nr,Site,abun,Guild
603,247,J1_B,,J1,El Junco,9.37602269,Plant Pathogen
604,260,J1_B,,J1,El Junco,0.087269554,Fungal Parasite
605,348,J1_B,,J1,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
606,365,J1_B,,J1,El Junco,NA,Undefined Saprotroph
607,449,J1_B,,J1,El Junco,0.583615141,Undefined Saprotroph
608,452,J1_B,,J1,El Junco,34.44965638,Soil Saprotroph
609,472,J1_B,,J1,El Junco,20.04472565,Arbuscular Mycorrhizal
610,482,J1_B,,J1,El Junco,0.212719537,Undefined Saprotroph
611,484,J1_B,,J1,El Junco,3.070797426,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
612,1_Other,J1_B,,J1,El Junco,18.91022145,Other
613,14,J1_C,,J1,El Junco,NA,Undefined Saprotroph
614,48,J1_C,,J1,El Junco,NA,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
615,73,J1_C,,J1,El Junco,NA,Undefined Saprotroph
616,128,J1_C,,J1,El Junco,7.298487915,Undefined Saprotroph
617,156,J1_C,,J1,El Junco,0.309560662,Endophyte
618,160,J1_C,,J1,El Junco,NA,Undefined Saprotroph
