,OTU_ID,sample,Sample_Depth,plant_nr,Site,abun,Guild
1246,128,J20_B,,J20,El Junco,1.256116632,Undefined Saprotroph
1247,156,J20_B,,J20,El Junco,0.565000252,Endophyte
1248,160,J20_B,,J20,El Junco,NA,Undefined Saprotroph
1249,234,J20_B,,J20,El Junco,18.47853504,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1250,244,J20_B,,J20,El Junco,0.095848257,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1251,247,J20_B,,J20,El Junco,2.381072492,Plant Pathogen
1252,260,J20_B,,J20,El Junco,0.171517934,Fungal Parasite
1253,348,J20_B,,J20,El Junco,0.277455481,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1254,365,J20_B,,J20,El Junco,NA,Undefined Saprotroph
1255,449,J20_B,,J20,El Junco,25.21313626,Undefined Saprotroph
1256,452,J20_B,,J20,El Junco,6.396609998,Soil Saprotroph
1257,472,J20_B,,J20,El Junco,NA,Arbuscular Mycorrhizal
1258,482,J20_B,,J20,El Junco,1.225848762,Undefined Saprotroph
1259,484,J20_B,,J20,El Junco,20.55692882,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1260,1_Other,J20_B,,J20,El Junco,23.18014428,Other
1261,14,J20_C,,J20,El Junco,NA,Undefined Saprotroph
1262,48,J20_C,,J20,El Junco,0.042893352,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1263,73,J20_C,,J20,El Junco,NA,Undefined Saprotroph
1264,128,J20_C,,J20,El Junco,0.120881263,Undefined Saprotroph
1265,156,J20_C,,J20,El Junco,0.432832911,Endophyte
1266,160,J20_C,,J20,El Junco,NA,Undefined Saprotroph
1267,234,J20_C,,J20,El Junco,3.599142133,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1268,244,J20_C,,J20,El Junco,NA,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1269,247,J20_C,,J20,El Junco,0.417235329,Plant Pathogen
1270,260,J20_C,,J20,El Junco,0.136478846,Fungal Parasite
1271,348,J20_C,,J20,El Junco,0.549814779,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1272,365,J20_C,,J20,El Junco,NA,Undefined Saprotroph
1273,449,J20_C,,J20,El Junco,42.68668356,Undefined Saprotroph
1274,452,J20_C,,J20,El Junco,19.75043868,Soil Saprotroph
1275,472,J20_C,,J20,El Junco,NA,Arbuscular Mycorrhizal
1276,482,J20_C,,J20,El Junco,0.623903295,Undefined Saprotroph
1277,484,J20_C,,J20,El Junco,24.35952427,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1278,1_Other,J20_C,,J20,El Junco,7.280171573,Other
1279,14,J21_A,,J21,El Junco,NA,Undefined Saprotroph
1280,48,J21_A,,J21,El Junco,0.086095566,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1281,73,J21_A,,J21,El Junco,NA,Undefined Saprotroph
1282,128,J21_A,,J21,El Junco,4.620462046,Undefined Saprotroph
1283,156,J21_A,,J21,El Junco,1.018797532,Endophyte
1284,160,J21_A,,J21,El Junco,NA,Undefined Saprotroph
1285,234,J21_A,,J21,El Junco,7.51183814,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1286,244,J21_A,,J21,El Junco,0.021523892,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1287,247,J21_A,,J21,El Junco,2.747883484,Plant Pathogen
1288,260,J21_A,,J21,El Junco,0.753336203,Fungal Parasite
1289,348,J21_A,,J21,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1290,365,J21_A,,J21,El Junco,NA,Undefined Saprotroph
1291,449,J21_A,,J21,El Junco,43.44238772,Undefined Saprotroph
1292,452,J21_A,,J21,El Junco,8.49476252,Soil Saprotroph
1293,472,J21_A,,J21,El Junco,NA,Arbuscular Mycorrhizal
1294,482,J21_A,,J21,El Junco,2.145214521,Undefined Saprotroph
1295,484,J21_A,,J21,El Junco,10.77629502,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1296,1_Other,J21_A,,J21,El Junco,18.38140336,Other
1297,14,J21_B,,J21,El Junco,NA,Undefined Saprotroph
1298,48,J21_B,,J21,El Junco,1.525517482,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1299,73,J21_B,,J21,El Junco,NA,Undefined Saprotroph
1300,128,J21_B,,J21,El Junco,3.534309587,Undefined Saprotroph
1301,156,J21_B,,J21,El Junco,1.158694576,Endophyte
1302,160,J21_B,,J21,El Junco,NA,Undefined Saprotroph
1303,234,J21_B,,J21,El Junco,11.7761798,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1304,244,J21_B,,J21,El Junco,0.093161373,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1305,247,J21_B,,J21,El Junco,1.665259542,Plant Pathogen
1306,260,J21_B,,J21,El Junco,0.372645492,Fungal Parasite
1307,348,J21_B,,J21,El Junco,0.011645172,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1308,365,J21_B,,J21,El Junco,NA,Undefined Saprotroph
1309,449,J21_B,,J21,El Junco,54.57218551,Undefined Saprotroph
1310,452,J21_B,,J21,El Junco,2.713324988,Soil Saprotroph
1311,472,J21_B,,J21,El Junco,NA,Arbuscular Mycorrhizal
1312,482,J21_B,,J21,El Junco,0.323153512,Undefined Saprotroph
1313,484,J21_B,,J21,El Junco,10.68153367,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1314,1_Other,J21_B,,J21,El Junco,11.5723893,Other
1315,14,J21_C,,J21,El Junco,NA,Undefined Saprotroph
1316,48,J21_C,,J21,El Junco,0.040290089,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1317,73,J21_C,,J21,El Junco,NA,Undefined Saprotroph
1318,128,J21_C,,J21,El Junco,1.865431104,Undefined Saprotroph
1319,156,J21_C,,J21,El Junco,2.562449637,Endophyte
1320,160,J21_C,,J21,El Junco,NA,Undefined Saprotroph
1321,234,J21_C,,J21,El Junco,2.16357776,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1322,244,J21_C,,J21,El Junco,0.012087027,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1323,247,J21_C,,J21,El Junco,0.81385979,Plant Pathogen
1324,260,J21_C,,J21,El Junco,1.051571313,Fungal Parasite
1325,348,J21_C,,J21,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1326,365,J21_C,,J21,El Junco,NA,Undefined Saprotroph
1327,449,J21_C,,J21,El Junco,64.87912973,Undefined Saprotroph
1328,452,J21_C,,J21,El Junco,1.724415794,Soil Saprotroph
1329,472,J21_C,,J21,El Junco,0.024174053,Arbuscular Mycorrhizal
1330,482,J21_C,,J21,El Junco,0.157131346,Undefined Saprotroph
1331,484,J21_C,,J21,El Junco,20.71313457,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1332,1_Other,J21_C,,J21,El Junco,3.992747784,Other
1333,14,J22_A,,J22,El Junco,NA,Undefined Saprotroph
1334,48,J22_A,,J22,El Junco,NA,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1335,73,J22_A,,J22,El Junco,NA,Undefined Saprotroph
1336,128,J22_A,,J22,El Junco,1.27197905,Undefined Saprotroph
1337,156,J22_A,,J22,El Junco,1.883027809,Endophyte
1338,160,J22_A,,J22,El Junco,NA,Undefined Saprotroph
1339,234,J22_A,,J22,El Junco,5.18144407,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1340,244,J22_A,,J22,El Junco,0.698341439,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1341,247,J22_A,,J22,El Junco,2.275844868,Plant Pathogen
1342,260,J22_A,,J22,El Junco,0.498815314,Fungal Parasite
1343,348,J22_A,,J22,El Junco,0.311759571,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1344,365,J22_A,,J22,El Junco,NA,Undefined Saprotroph
1345,449,J22_A,,J22,El Junco,18.6806335,Undefined Saprotroph
1346,452,J22_A,,J22,El Junco,21.23082679,Soil Saprotroph
1347,472,J22_A,,J22,El Junco,NA,Arbuscular Mycorrhizal
1348,482,J22_A,,J22,El Junco,0.860456416,Undefined Saprotroph
1349,484,J22_A,,J22,El Junco,32.18605811,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1350,1_Other,J22_A,,J22,El Junco,14.92081307,Other
1351,14,J22_B,,J22,El Junco,NA,Undefined Saprotroph
1352,48,J22_B,,J22,El Junco,2.957252978,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1353,73,J22_B,,J22,El Junco,NA,Undefined Saprotroph
1354,128,J22_B,,J22,El Junco,8.591450596,Undefined Saprotroph
1355,156,J22_B,,J22,El Junco,1.602429339,Endophyte
1356,160,J22_B,,J22,El Junco,NA,Undefined Saprotroph
1357,234,J22_B,,J22,El Junco,6.199486101,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1358,244,J22_B,,J22,El Junco,0.298995562,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1359,247,J22_B,,J22,El Junco,11.92711983,Plant Pathogen
1360,260,J22_B,,J22,El Junco,0.406447092,Fungal Parasite
1361,348,J22_B,,J22,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1362,365,J22_B,,J22,El Junco,NA,Undefined Saprotroph
1363,449,J22_B,,J22,El Junco,22.68628825,Undefined Saprotroph
1364,452,J22_B,,J22,El Junco,12.66526512,Soil Saprotroph
1365,472,J22_B,,J22,El Junco,NA,Arbuscular Mycorrhizal
1366,482,J22_B,,J22,El Junco,0.654052791,Undefined Saprotroph
1367,484,J22_B,,J22,El Junco,13.62765709,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1368,1_Other,J22_B,,J22,El Junco,18.38355524,Other
1369,14,J22_C,,J22,El Junco,NA,Undefined Saprotroph
1370,48,J22_C,,J22,El Junco,0.039047973,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1371,73,J22_C,,J22,El Junco,NA,Undefined Saprotroph
1372,128,J22_C,,J22,El Junco,1.690219412,Undefined Saprotroph
1373,156,J22_C,,J22,El Junco,0.042766828,Endophyte
1374,160,J22_C,,J22,El Junco,NA,Undefined Saprotroph
1375,234,J22_C,,J22,El Junco,0.050204537,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1376,244,J22_C,,J22,El Junco,NA,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1377,247,J22_C,,J22,El Junco,0.076236519,Plant Pathogen
1378,260,J22_C,,J22,El Junco,NA,Fungal Parasite
1379,348,J22_C,,J22,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1380,365,J22_C,,J22,El Junco,NA,Undefined Saprotroph
1381,449,J22_C,,J22,El Junco,77.62551134,Undefined Saprotroph
1382,452,J22_C,,J22,El Junco,3.248419487,Soil Saprotroph
1383,472,J22_C,,J22,El Junco,0.195239866,Arbuscular Mycorrhizal
1384,482,J22_C,,J22,El Junco,0.102268501,Undefined Saprotroph
1385,484,J22_C,,J22,El Junco,11.57493492,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1386,1_Other,J22_C,,J22,El Junco,5.355150614,Other
1387,14,J23_A,,J23,El Junco,NA,Undefined Saprotroph
1388,48,J23_A,,J23,El Junco,0.403415585,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1389,73,J23_A,,J23,El Junco,NA,Undefined Saprotroph
1390,128,J23_A,,J23,El Junco,7.187521011,Undefined Saprotroph
1391,156,J23_A,,J23,El Junco,1.795199355,Endophyte
1392,160,J23_A,,J23,El Junco,NA,Undefined Saprotroph
1393,234,J23_A,,J23,El Junco,10.03160089,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1394,244,J23_A,,J23,El Junco,NA,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1395,247,J23_A,,J23,El Junco,4.511530962,Plant Pathogen
1396,260,J23_A,,J23,El Junco,0.363074027,Fungal Parasite
1397,348,J23_A,,J23,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1398,365,J23_A,,J23,El Junco,NA,Undefined Saprotroph
1399,449,J23_A,,J23,El Junco,16.68795804,Undefined Saprotroph
1400,452,J23_A,,J23,El Junco,4.504807369,Soil Saprotroph
1401,472,J23_A,,J23,El Junco,NA,Arbuscular Mycorrhizal
1402,482,J23_A,,J23,El Junco,8.148994823,Undefined Saprotroph
1403,484,J23_A,,J23,El Junco,35.83002757,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1404,1_Other,J23_A,,J23,El Junco,10.53587037,Other
1405,14,J23_B,,J23,El Junco,NA,Undefined Saprotroph
1406,48,J23_B,,J23,El Junco,2.275806015,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1407,73,J23_B,,J23,El Junco,NA,Undefined Saprotroph
1408,128,J23_B,,J23,El Junco,0.712156984,Undefined Saprotroph
1409,156,J23_B,,J23,El Junco,0.43348686,Endophyte
1410,160,J23_B,,J23,El Junco,NA,Undefined Saprotroph
1411,234,J23_B,,J23,El Junco,49.08851647,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1412,244,J23_B,,J23,El Junco,NA,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1413,247,J23_B,,J23,El Junco,1.153384681,Plant Pathogen
1414,260,J23_B,,J23,El Junco,NA,Fungal Parasite
1415,348,J23_B,,J23,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1416,365,J23_B,,J23,El Junco,NA,Undefined Saprotroph
1417,449,J23_B,,J23,El Junco,19.4875566,Undefined Saprotroph
1418,452,J23_B,,J23,El Junco,1.656539072,Soil Saprotroph
1419,472,J23_B,,J23,El Junco,0.015481674,Arbuscular Mycorrhizal
1420,482,J23_B,,J23,El Junco,0.828269536,Undefined Saprotroph
1421,484,J23_B,,J23,El Junco,15.68680574,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1422,1_Other,J23_B,,J23,El Junco,8.661996362,Other
1423,14,J23_C,,J23,El Junco,NA,Undefined Saprotroph
1424,48,J23_C,,J23,El Junco,71.6194316,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1425,73,J23_C,,J23,El Junco,NA,Undefined Saprotroph
1426,128,J23_C,,J23,El Junco,2.683900549,Undefined Saprotroph
1427,156,J23_C,,J23,El Junco,4.950788569,Endophyte
1428,160,J23_C,,J23,El Junco,NA,Undefined Saprotroph
1429,234,J23_C,,J23,El Junco,1.27277758,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1430,244,J23_C,,J23,El Junco,0.09486541,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1431,247,J23_C,,J23,El Junco,0.096841772,Plant Pathogen
1432,260,J23_C,,J23,El Junco,0.023716352,Fungal Parasite
1433,348,J23_C,,J23,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1434,365,J23_C,,J23,El Junco,NA,Undefined Saprotroph
1435,449,J23_C,,J23,El Junco,4.13257441,Undefined Saprotroph
1436,452,J23_C,,J23,El Junco,0.237163524,Soil Saprotroph
1437,472,J23_C,,J23,El Junco,NA,Arbuscular Mycorrhizal
1438,482,J23_C,,J23,El Junco,0.247045338,Undefined Saprotroph
1439,484,J23_C,,J23,El Junco,4.385548836,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1440,1_Other,J23_C,,J23,El Junco,10.25534606,Other
1441,14,J24_A,,J24,El Junco,NA,Undefined Saprotroph
1442,48,J24_A,,J24,El Junco,0.145271045,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1443,73,J24_A,,J24,El Junco,NA,Undefined Saprotroph
1444,128,J24_A,,J24,El Junco,2.538420369,Undefined Saprotroph
1445,156,J24_A,,J24,El Junco,2.775441548,Endophyte
1446,160,J24_A,,J24,El Junco,NA,Undefined Saprotroph
1447,234,J24_A,,J24,El Junco,5.719091674,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1448,244,J24_A,,J24,El Junco,0.198791957,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1449,247,J24_A,,J24,El Junco,4.274027066,Plant Pathogen
1450,260,J24_A,,J24,El Junco,1.284501873,Fungal Parasite
1451,348,J24_A,,J24,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1452,365,J24_A,,J24,El Junco,NA,Undefined Saprotroph
1453,449,J24_A,,J24,El Junco,4.686902668,Undefined Saprotroph
1454,452,J24_A,,J24,El Junco,26.46226776,Soil Saprotroph
1455,472,J24_A,,J24,El Junco,0.076458445,Arbuscular Mycorrhizal
1456,482,J24_A,,J24,El Junco,0.489334047,Undefined Saprotroph
1457,484,J24_A,,J24,El Junco,28.24374952,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1458,1_Other,J24_A,,J24,El Junco,23.10574203,Other
1459,14,J24_B,,J24,El Junco,NA,Undefined Saprotroph
1460,48,J24_B,,J24,El Junco,0.064674686,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1461,73,J24_B,,J24,El Junco,NA,Undefined Saprotroph
1462,128,J24_B,,J24,El Junco,11.24046048,Undefined Saprotroph
1463,156,J24_B,,J24,El Junco,2.011382745,Endophyte
1464,160,J24_B,,J24,El Junco,NA,Undefined Saprotroph
1465,234,J24_B,,J24,El Junco,9.073858492,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1466,244,J24_B,,J24,El Junco,0.349243306,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1467,247,J24_B,,J24,El Junco,3.92575346,Plant Pathogen
1468,260,J24_B,,J24,El Junco,1.209416634,Fungal Parasite
1469,348,J24_B,,J24,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1470,365,J24_B,,J24,El Junco,NA,Undefined Saprotroph
1471,449,J24_B,,J24,El Junco,4.39787867,Undefined Saprotroph
1472,452,J24_B,,J24,El Junco,22.55853059,Soil Saprotroph
1473,472,J24_B,,J24,El Junco,0.038804812,Arbuscular Mycorrhizal
1474,482,J24_B,,J24,El Junco,2.004915276,Undefined Saprotroph
1475,484,J24_B,,J24,El Junco,33.48855258,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1476,1_Other,J24_B,,J24,El Junco,9.636528263,Other
1477,14,J24_C,,J24,El Junco,NA,Undefined Saprotroph
1478,48,J24_C,,J24,El Junco,NA,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1479,73,J24_C,,J24,El Junco,NA,Undefined Saprotroph
1480,128,J24_C,,J24,El Junco,5.665149216,Undefined Saprotroph
1481,156,J24_C,,J24,El Junco,2.15477997,Endophyte
1482,160,J24_C,,J24,El Junco,NA,Undefined Saprotroph
1483,234,J24_C,,J24,El Junco,10.0657562,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1484,244,J24_C,,J24,El Junco,0.364188164,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1485,247,J24_C,,J24,El Junco,0.930703085,Plant Pathogen
1486,260,J24_C,,J24,El Junco,0.819423369,Fungal Parasite
1487,348,J24_C,,J24,El Junco,0.445118867,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1488,365,J24_C,,J24,El Junco,NA,Undefined Saprotroph
1489,449,J24_C,,J24,El Junco,3.783510369,Undefined Saprotroph
1490,452,J24_C,,J24,El Junco,3.115832069,Soil Saprotroph
1491,472,J24_C,,J24,El Junco,2.094081942,Arbuscular Mycorrhizal
1492,482,J24_C,,J24,El Junco,2.964087001,Undefined Saprotroph
1493,484,J24_C,,J24,El Junco,39.30197269,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1494,1_Other,J24_C,,J24,El Junco,28.29539707,Other
1495,14,J3_A,,J3,El Junco,NA,Undefined Saprotroph
1496,48,J3_A,,J3,El Junco,1.559094719,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1497,73,J3_A,,J3,El Junco,NA,Undefined Saprotroph
1498,128,J3_A,,J3,El Junco,3.827884884,Undefined Saprotroph
1499,156,J3_A,,J3,El Junco,4.548756636,Endophyte
1500,160,J3_A,,J3,El Junco,NA,Undefined Saprotroph
1501,234,J3_A,,J3,El Junco,3.704945516,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1502,244,J3_A,,J3,El Junco,0.117351215,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1503,247,J3_A,,J3,El Junco,11.8468846,Plant Pathogen
1504,260,J3_A,,J3,El Junco,0.150880134,Fungal Parasite
1505,348,J3_A,,J3,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1506,365,J3_A,,J3,El Junco,NA,Undefined Saprotroph
1507,449,J3_A,,J3,El Junco,19.69265158,Undefined Saprotroph
1508,452,J3_A,,J3,El Junco,5.750209556,Soil Saprotroph
1509,472,J3_A,,J3,El Junco,8.566638726,Arbuscular Mycorrhizal
1510,482,J3_A,,J3,El Junco,0.569991618,Undefined Saprotroph
1511,484,J3_A,,J3,El Junco,20.39675887,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1512,1_Other,J3_A,,J3,El Junco,19.26795194,Other
1513,14,J3_B,,J3,El Junco,NA,Undefined Saprotroph
1514,48,J3_B,,J3,El Junco,NA,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1515,73,J3_B,,J3,El Junco,NA,Undefined Saprotroph
1516,128,J3_B,,J3,El Junco,7.666120287,Undefined Saprotroph
1517,156,J3_B,,J3,El Junco,10.90656916,Endophyte
1518,160,J3_B,,J3,El Junco,NA,Undefined Saprotroph
1519,234,J3_B,,J3,El Junco,4.627411424,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1520,244,J3_B,,J3,El Junco,0.52956752,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1521,247,J3_B,,J3,El Junco,16.84529063,Plant Pathogen
1522,260,J3_B,,J3,El Junco,0.239566259,Fungal Parasite
1523,348,J3_B,,J3,El Junco,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1524,365,J3_B,,J3,El Junco,NA,Undefined Saprotroph
1525,449,J3_B,,J3,El Junco,13.98310427,Undefined Saprotroph
1526,452,J3_B,,J3,El Junco,5.736981465,Soil Saprotroph
1527,472,J3_B,,J3,El Junco,8.132644055,Arbuscular Mycorrhizal
1528,482,J3_B,,J3,El Junco,1.147396293,Undefined Saprotroph
1529,484,J3_B,,J3,El Junco,11.78918169,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1530,1_Other,J3_B,,J3,El Junco,18.39616694,Other
1531,14,J3_C,,J3,El Junco,NA,Undefined Saprotroph
1532,48,J3_C,,J3,El Junco,0.055790229,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1533,73,J3_C,,J3,El Junco,NA,Undefined Saprotroph
1534,128,J3_C,,J3,El Junco,6.822347972,Undefined Saprotroph
1535,156,J3_C,,J3,El Junco,5.037060652,Endophyte
1536,160,J3_C,,J3,El Junco,NA,Undefined Saprotroph
1537,234,J3_C,,J3,El Junco,0.836853431,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1538,244,J3_C,,J3,El Junco,NA,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1539,247,J3_C,,J3,El Junco,11.07037539,Plant Pathogen
1540,260,J3_C,,J3,El Junco,NA,Fungal Parasite
1541,348,J3_C,,J3,El Junco,0.549932255,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1542,365,J3_C,,J3,El Junco,NA,Undefined Saprotroph
1543,449,J3_C,,J3,El Junco,46.23415956,Undefined Saprotroph
1544,452,J3_C,,J3,El Junco,2.980792221,Soil Saprotroph
1545,472,J3_C,,J3,El Junco,4.184267155,Arbuscular Mycorrhizal
1546,482,J3_C,,J3,El Junco,4.949390293,Undefined Saprotroph
1547,484,J3_C,,J3,El Junco,12.54483143,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1548,1_Other,J3_C,,J3,El Junco,4.73419941,Other
1549,14,J4_A,,J4,El Junco,NA,Undefined Saprotroph
1550,48,J4_A,,J4,El Junco,8.410250182,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1551,73,J4_A,,J4,El Junco,NA,Undefined Saprotroph
1552,128,J4_A,,J4,El Junco,1.165897498,Undefined Saprotroph
1553,156,J4_A,,J4,El Junco,4.778965266,Endophyte
1554,160,J4_A,,J4,El Junco,NA,Undefined Saprotroph
